Lower layer Super Output Areas Code,Car or van availability (3 categories),Observation
E01003152,1 or more cars or vans in household,450
E01003153,Does not apply,0
E01003153,No cars or vans in household,644
E01003153,1 or more cars or vans in household,375
E01003154,Does not apply,0
E01003154,No cars or vans in household,383
E01003154,1 or more cars or vans in household,439
E01003155,Does not apply,0
E01003155,No cars or vans in household,328
E01003155,1 or more cars or vans in household,399
E01003156,Does not apply,0
E01003156,No cars or vans in household,294
E01003156,1 or more cars or vans in household,367
E01003157,Does not apply,0
E01003157,No cars or vans in household,205
E01003157,1 or more cars or vans in household,369
E01003158,Does not apply,0
E01003158,No cars or vans in household,300
E01003158,1 or more cars or vans in household,426
E01003159,Does not apply,0
E01003159,No cars or vans in household,503
E01003159,1 or more cars or vans in household,337
E01003160,Does not apply,0
E01003160,No cars or vans in household,421
E01003160,1 or more cars or vans in household,222
E01003161,Does not apply,0
E01003161,No cars or vans in household,225
E01003161,1 or more cars or vans in household,305
E01003162,Does not apply,0
E01003162,No cars or vans in household,468
E01003162,1 or more cars or vans in household,275
E01003163,Does not apply,0
E01003163,No cars or vans in household,214
E01003163,1 or more cars or vans in household,389
E01003164,Does not apply,0
E01003164,No cars or vans in household,601
E01003164,1 or more cars or vans in household,409
E01003165,Does not apply,0
E01003165,No cars or vans in household,299
E01003165,1 or more cars or vans in household,403
E01003166,Does not apply,0
E01003166,No cars or vans in household,625
E01003166,1 or more cars or vans in household,490
E01003167,Does not apply,0
E01003167,No cars or vans in household,204
E01003167,1 or more cars or vans in household,476
E01003168,Does not apply,0
E01003168,No cars or vans in household,332
E01003168,1 or more cars or vans in household,331
E01003169,Does not apply,0
E01003169,No cars or vans in household,547
E01003169,1 or more cars or vans in household,477
E01003170,Does not apply,0
E01003170,No cars or vans in household,274
E01003170,1 or more cars or vans in household,498
E01003171,Does not apply,0
E01003171,No cars or vans in household,463
E01003171,1 or more cars or vans in household,320
E01003172,Does not apply,0
E01003172,No cars or vans in household,469
E01003172,1 or more cars or vans in household,309
E01003173,Does not apply,0
E01003173,No cars or vans in household,340
E01003173,1 or more cars or vans in household,328
E01003174,Does not apply,0
E01003174,No cars or vans in household,504
E01003174,1 or more cars or vans in household,321
E01003175,Does not apply,0
E01003175,No cars or vans in household,302
E01003175,1 or more cars or vans in household,308
E01003176,Does not apply,0
E01003176,No cars or vans in household,522
E01003176,1 or more cars or vans in household,244
E01003177,Does not apply,0
E01003177,No cars or vans in household,421
E01003177,1 or more cars or vans in household,247
E01003178,Does not apply,0
E01003178,No cars or vans in household,345
E01003178,1 or more cars or vans in household,308
E01003179,Does not apply,0
E01003179,No cars or vans in household,407
E01003179,1 or more cars or vans in household,231
E01003180,Does not apply,0
E01003180,No cars or vans in household,370
E01003180,1 or more cars or vans in household,285
E01003181,Does not apply,0
E01003181,No cars or vans in household,467
E01003181,1 or more cars or vans in household,232
E01003182,Does not apply,0
E01003182,No cars or vans in household,446
E01003182,1 or more cars or vans in household,298
E01003183,Does not apply,0
E01003183,No cars or vans in household,405
E01003183,1 or more cars or vans in household,274
E01003184,Does not apply,0
E01003184,No cars or vans in household,407
E01003184,1 or more cars or vans in household,189
E01003185,Does not apply,0
E01003185,No cars or vans in household,525
E01003185,1 or more cars or vans in household,271
E01003186,Does not apply,0
E01003186,No cars or vans in household,752
E01003186,1 or more cars or vans in household,439
E01003187,Does not apply,0
E01003187,No cars or vans in household,606
E01003187,1 or more cars or vans in household,384
E01003188,Does not apply,0
E01003188,No cars or vans in household,324
E01003188,1 or more cars or vans in household,227
E01003189,Does not apply,0
E01003189,No cars or vans in household,292
E01003189,1 or more cars or vans in household,358
E01003190,Does not apply,0
E01003190,No cars or vans in household,439
E01003190,1 or more cars or vans in household,511
E01003191,Does not apply,0
E01003191,No cars or vans in household,282
E01003191,1 or more cars or vans in household,422
E01003192,Does not apply,0
E01003192,No cars or vans in household,395
E01003192,1 or more cars or vans in household,344
E01003193,Does not apply,0
E01003193,No cars or vans in household,242
E01003193,1 or more cars or vans in household,442
E01003194,Does not apply,0
E01003194,No cars or vans in household,329
E01003194,1 or more cars or vans in household,394
E01003195,Does not apply,0
E01003195,No cars or vans in household,210
E01003195,1 or more cars or vans in household,411
E01003196,Does not apply,0
E01003196,No cars or vans in household,302
E01003196,1 or more cars or vans in household,369
E01003197,Does not apply,0
E01003197,No cars or vans in household,291
E01003197,1 or more cars or vans in household,360
E01003198,Does not apply,0
E01003198,No cars or vans in household,292
E01003198,1 or more cars or vans in household,352
E01003199,Does not apply,0
E01003199,No cars or vans in household,402
E01003199,1 or more cars or vans in household,500
E01003200,Does not apply,0
E01003200,No cars or vans in household,297
E01003200,1 or more cars or vans in household,393
E01003201,Does not apply,0
E01003201,No cars or vans in household,339
E01003201,1 or more cars or vans in household,350
E01003202,Does not apply,0
E01003202,No cars or vans in household,268
E01003202,1 or more cars or vans in household,475
E01003203,Does not apply,0
E01003203,No cars or vans in household,616
E01003203,1 or more cars or vans in household,349
E01003204,Does not apply,0
E01003204,No cars or vans in household,383
E01003204,1 or more cars or vans in household,353
E01003205,Does not apply,0
E01003205,No cars or vans in household,368
E01003205,1 or more cars or vans in household,211
E01003206,Does not apply,0
E01003206,No cars or vans in household,272
E01003206,1 or more cars or vans in household,363
E01003207,Does not apply,0
E01003207,No cars or vans in household,687
E01003207,1 or more cars or vans in household,312
E01003209,Does not apply,0
E01003209,No cars or vans in household,450
E01003209,1 or more cars or vans in household,271
E01003210,Does not apply,0
E01003210,No cars or vans in household,462
E01003210,1 or more cars or vans in household,344
E01003211,Does not apply,0
E01003211,No cars or vans in household,365
E01003211,1 or more cars or vans in household,337
E01003212,Does not apply,0
E01003212,No cars or vans in household,397
E01003212,1 or more cars or vans in household,430
E01003213,Does not apply,0
E01003213,No cars or vans in household,374
E01003213,1 or more cars or vans in household,418
E01003214,Does not apply,0
E01003214,No cars or vans in household,381
E01003214,1 or more cars or vans in household,384
E01003215,Does not apply,0
E01003215,No cars or vans in household,431
E01003215,1 or more cars or vans in household,206
E01003216,Does not apply,0
E01003216,No cars or vans in household,217
E01003216,1 or more cars or vans in household,401
E01003217,Does not apply,0
E01003217,No cars or vans in household,196
E01003217,1 or more cars or vans in household,460
E01003218,Does not apply,0
E01003218,No cars or vans in household,142
E01003218,1 or more cars or vans in household,404
E01003219,Does not apply,0
E01003219,No cars or vans in household,172
E01003219,1 or more cars or vans in household,489
E01003220,Does not apply,0
E01003220,No cars or vans in household,230
E01003220,1 or more cars or vans in household,369
E01003221,Does not apply,0
E01003221,No cars or vans in household,316
E01003221,1 or more cars or vans in household,448
E01003222,Does not apply,0
E01003222,No cars or vans in household,191
E01003222,1 or more cars or vans in household,429
E01003223,Does not apply,0
E01003223,No cars or vans in household,148
E01003223,1 or more cars or vans in household,451
E01003224,Does not apply,0
E01003224,No cars or vans in household,227
E01003224,1 or more cars or vans in household,410
E01003225,Does not apply,0
E01003225,No cars or vans in household,170
E01003225,1 or more cars or vans in household,417
E01003226,Does not apply,0
E01003226,No cars or vans in household,281
E01003226,1 or more cars or vans in household,424
E01003227,Does not apply,0
E01003227,No cars or vans in household,226
E01003227,1 or more cars or vans in household,432
E01003228,Does not apply,0
E01003228,No cars or vans in household,279
E01003228,1 or more cars or vans in household,391
E01003229,Does not apply,0
E01003229,No cars or vans in household,449
E01003229,1 or more cars or vans in household,328
E01003230,Does not apply,0
E01003230,No cars or vans in household,382
E01003230,1 or more cars or vans in household,489
E01003231,Does not apply,0
E01003231,No cars or vans in household,327
E01003231,1 or more cars or vans in household,324
E01003232,Does not apply,0
E01003232,No cars or vans in household,169
E01003232,1 or more cars or vans in household,453
E01003233,Does not apply,0
E01003233,No cars or vans in household,245
E01003233,1 or more cars or vans in household,418
E01003235,Does not apply,0
E01003235,No cars or vans in household,152
E01003235,1 or more cars or vans in household,370
E01003236,Does not apply,0
E01003236,No cars or vans in household,282
E01003236,1 or more cars or vans in household,366
E01003237,Does not apply,0
E01003237,No cars or vans in household,218
E01003237,1 or more cars or vans in household,396
E01003238,Does not apply,0
E01003238,No cars or vans in household,187
E01003238,1 or more cars or vans in household,378
